kode_produk;tgl_berlaku;tanggal_berlaku;harga_berlaku_cabang;modal_cabang;biaya_cabang
PROD-0000012;14/10/2031 00:00;14/10/2031;3650;3440;10
PROD-0000012;15/10/2031 00:00;15/10/2031;3670;3500;20
PROD-0000012;16/10/2031 00:00;16/10/2031;3630;3440;0
PROD-0000012;17/10/2031 00:00;17/10/2031;3640;3480;80
PROD-0000012;18/10/2031 00:00;18/10/2031;3650;3460;80
PROD-0000012;19/10/2031 00:00;19/10/2031;3650;3470;10
PROD-0000012;20/10/2031 00:00;20/10/2031;3680;3500;30
PROD-0000012;21/10/2031 00:00;21/10/2031;3620;3400;60
PROD-0000012;22/10/2031 00:00;22/10/2031;3690;3480;80
PROD-0000012;23/10/2031 00:00;23/10/2031;3660;3480;10
PROD-0000012;24/10/2031 00:00;24/10/2031;3650;3470;30
PROD-0000012;25/10/2031 00:00;25/10/2031;3640;3460;10
PROD-0000012;26/10/2031 00:00;26/10/2031;3630;3450;20
PROD-0000012;27/10/2031 00:00;27/10/2031;3650;3440;30
PROD-0000012;28/10/2031 00:00;28/10/2031;3640;3430;40
PROD-0000012;29/10/2031 00:00;29/10/2031;3650;3490;20
PROD-0000012;30/10/2031 00:00;30/10/2031;3650;3460;20
PROD-0000012;31/10/2031 00:00;31/10/2031;3710;3550;60
PROD-0000012;01/11/2031 00:00;01/11/2031;3650;3470;50
PROD-0000012;02/11/2031 00:00;02/11/2031;3630;3420;50
PROD-0000012;03/11/2031 00:00;03/11/2031;3610;3390;50
PROD-0000012;04/11/2031 00:00;04/11/2031;3620;3430;40
PROD-0000012;05/11/2031 00:00;05/11/2031;3610;3430;50
PROD-0000012;06/11/2031 00:00;06/11/2031;3660;3480;80
PROD-0000012;07/11/2031 00:00;07/11/2031;3630;3440;90
PROD-0000012;08/11/2031 00:00;08/11/2031;3660;3470;60
PROD-0000012;09/11/2031 00:00;09/11/2031;3640;3480;10
PROD-0000012;10/11/2031 00:00;10/11/2031;3690;3500;20
PROD-0000012;11/11/2031 00:00;11/11/2031;3650;3460;90
PROD-0000012;12/11/2031 00:00;12/11/2031;3650;3440;80
PROD-0000012;13/11/2031 00:00;13/11/2031;3710;3520;40
PROD-0000012;14/11/2031 00:00;14/11/2031;3640;3450;60
PROD-0000012;15/11/2031 00:00;15/11/2031;3670;3470;30
PROD-0000012;16/11/2031 00:00;16/11/2031;3620;3440;90
PROD-0000012;17/11/2031 00:00;17/11/2031;3670;3490;70
PROD-0000012;18/11/2031 00:00;18/11/2031;3700;3480;70
PROD-0000012;19/11/2031 00:00;19/11/2031;3680;3500;50
PROD-0000012;20/11/2031 00:00;20/11/2031;3660;3480;20
PROD-0000012;21/11/2031 00:00;21/11/2031;3640;3490;60
PROD-0000012;22/11/2031 00:00;22/11/2031;3660;3500;30
PROD-0000012;23/11/2031 00:00;23/11/2031;3610;3440;30
PROD-0000012;24/11/2031 00:00;24/11/2031;3680;3520;80
PROD-0000012;25/11/2031 00:00;25/11/2031;3630;3450;40
PROD-0000012;26/11/2031 00:00;26/11/2031;3710;3530;60
PROD-0000012;27/11/2031 00:00;27/11/2031;3680;3530;40
PROD-0000012;28/11/2031 00:00;28/11/2031;3680;3500;10
PROD-0000012;29/11/2031 00:00;29/11/2031;3660;3460;10
PROD-0000012;30/11/2031 00:00;30/11/2031;3650;3480;70
PROD-0000012;01/12/2031 00:00;01/12/2031;3640;3470;40
PROD-0000012;02/12/2031 00:00;02/12/2031;3620;3470;50
PROD-0000012;03/12/2031 00:00;03/12/2031;3650;3470;50
PROD-0000012;04/12/2031 00:00;04/12/2031;3680;3490;60
PROD-0000012;05/12/2031 00:00;05/12/2031;3620;3430;10
PROD-0000012;06/12/2031 00:00;06/12/2031;3710;3520;70
PROD-0000012;07/12/2031 00:00;07/12/2031;3670;3490;10
PROD-0000012;08/12/2031 00:00;08/12/2031;3680;3490;90
PROD-0000012;09/12/2031 00:00;09/12/2031;3640;3460;10
PROD-0000012;10/12/2031 00:00;10/12/2031;3690;3500;60
PROD-0000012;11/12/2031 00:00;11/12/2031;3700;3550;0
PROD-0000012;12/12/2031 00:00;12/12/2031;3710;3550;90
PROD-0000012;13/12/2031 00:00;13/12/2031;3740;3560;50
PROD-0000012;14/12/2031 00:00;14/12/2031;3690;3510;40
PROD-0000012;15/12/2031 00:00;15/12/2031;3610;3430;10
PROD-0000012;16/12/2031 00:00;16/12/2031;3750;3560;50
PROD-0000012;17/12/2031 00:00;17/12/2031;3710;3520;50
PROD-0000012;18/12/2031 00:00;18/12/2031;3670;3480;60
PROD-0000012;19/12/2031 00:00;19/12/2031;3680;3520;30
PROD-0000012;20/12/2031 00:00;20/12/2031;3700;3540;80
PROD-0000012;21/12/2031 00:00;21/12/2031;3670;3490;30
PROD-0000012;22/12/2031 00:00;22/12/2031;3630;3440;40
PROD-0000012;23/12/2031 00:00;23/12/2031;3670;3480;30
PROD-0000012;24/12/2031 00:00;24/12/2031;3740;3550;90
PROD-0000012;25/12/2031 00:00;25/12/2031;3660;3470;30
PROD-0000012;26/12/2031 00:00;26/12/2031;3700;3490;60
PROD-0000012;27/12/2031 00:00;27/12/2031;3690;3500;30
PROD-0000012;28/12/2031 00:00;28/12/2031;3620;3440;70
PROD-0000012;29/12/2031 00:00;29/12/2031;3640;3450;80
PROD-0000012;30/12/2031 00:00;30/12/2031;3680;3520;30
PROD-0000012;31/12/2031 00:00;31/12/2031;3710;3520;50
PROD-0000012;01/01/2032 00:00;01/01/2032;3680;3480;80
PROD-0000012;02/01/2032 00:00;02/01/2032;3700;3510;20
PROD-0000012;03/01/2032 00:00;03/01/2032;3720;3520;40
PROD-0000012;04/01/2032 00:00;04/01/2032;3640;3470;20
PROD-0000012;05/01/2032 00:00;05/01/2032;3700;3480;60
PROD-0000012;06/01/2032 00:00;06/01/2032;3700;3520;50
PROD-0000012;07/01/2032 00:00;07/01/2032;3680;3490;40
PROD-0000012;08/01/2032 00:00;08/01/2032;3720;3510;80
PROD-0000012;09/01/2032 00:00;09/01/2032;3700;3480;10
PROD-0000013;10/01/2032 00:00;10/01/2032;12280;11620;120
PROD-0000013;11/01/2032 00:00;11/01/2032;12150;11620;240
PROD-0000013;12/01/2032 00:00;12/01/2032;12100;11490;190
PROD-0000013;13/01/2032 00:00;13/01/2032;12300;11700;140
PROD-0000013;14/01/2032 00:00;14/01/2032;12400;11810;150
PROD-0000013;15/01/2032 00:00;15/01/2032;12370;11750;280
PROD-0000013;16/01/2032 00:00;16/01/2032;12200;11660;300
PROD-0000013;17/01/2032 00:00;17/01/2032;12370;11840;10
PROD-0000013;18/01/2032 00:00;18/01/2032;12350;11730;130
PROD-0000013;19/01/2032 00:00;19/01/2032;12220;11610;190
PROD-0000013;20/01/2032 00:00;20/01/2032;12200;11570;200
PROD-0000013;21/01/2032 00:00;21/01/2032;12200;11670;250
PROD-0000013;22/01/2032 00:00;22/01/2032;12130;11520;100
PROD-0000013;23/01/2032 00:00;23/01/2032;12200;11680;30
PROD-0000013;24/01/2032 00:00;24/01/2032;12280;11620;80
PROD-0000013;25/01/2032 00:00;25/01/2032;12200;11590;90
PROD-0000013;26/01/2032 00:00;26/01/2032;12180;11560;10
PROD-0000013;27/01/2032 00:00;27/01/2032;12220;11510;260
PROD-0000013;28/01/2032 00:00;28/01/2032;12270;11650;240
PROD-0000013;29/01/2032 00:00;29/01/2032;12030;11430;280
PROD-0000013;30/01/2032 00:00;30/01/2032;12300;11600;220
PROD-0000013;31/01/2032 00:00;31/01/2032;12250;11540;100
PROD-0000013;01/02/2032 00:00;01/02/2032;12120;11430;250
PROD-0000013;02/02/2032 00:00;02/02/2032;12130;11600;40
PROD-0000013;03/02/2032 00:00;03/02/2032;12280;11590;10
PROD-0000013;04/02/2032 00:00;04/02/2032;12220;11730;70
PROD-0000013;05/02/2032 00:00;05/02/2032;12220;11610;80
PROD-0000013;06/02/2032 00:00;06/02/2032;12130;11410;20
PROD-0000013;07/02/2032 00:00;07/02/2032;12350;11730;30
PROD-0000013;08/02/2032 00:00;08/02/2032;12420;11800;170
PROD-0000013;09/02/2032 00:00;09/02/2032;12060;11550;280
PROD-0000013;10/02/2032 00:00;10/02/2032;12390;11850;300
PROD-0000013;11/02/2032 00:00;11/02/2032;12340;11630;140
PROD-0000013;12/02/2032 00:00;12/02/2032;12320;11590;280
PROD-0000013;13/02/2032 00:00;13/02/2032;12430;11810;140
PROD-0000013;14/02/2032 00:00;14/02/2032;12390;11770;230
PROD-0000013;15/02/2032 00:00;15/02/2032;12210;11600;220
PROD-0000013;16/02/2032 00:00;16/02/2032;12300;11590;180
PROD-0000013;17/02/2032 00:00;17/02/2032;12220;11540;40
PROD-0000013;18/02/2032 00:00;18/02/2032;12310;11700;90
PROD-0000013;19/02/2032 00:00;19/02/2032;12290;11680;110
PROD-0000013;20/02/2032 00:00;20/02/2032;12170;11610;270
PROD-0000013;21/02/2032 00:00;21/02/2032;12390;11780;190
PROD-0000013;22/02/2032 00:00;22/02/2032;12470;11810;200
PROD-0000013;23/02/2032 00:00;23/02/2032;12440;11820;220
PROD-0000013;24/02/2032 00:00;24/02/2032;12290;11670;110
PROD-0000013;25/02/2032 00:00;25/02/2032;12440;11770;270
PROD-0000013;26/02/2032 00:00;26/02/2032;12390;11830;170
PROD-0000013;27/02/2032 00:00;27/02/2032;12250;11630;130
PROD-0000013;28/02/2032 00:00;28/02/2032;12360;11770;90
PROD-0000013;29/02/2032 00:00;29/02/2032;12290;11680;210
PROD-0000013;01/03/2032 00:00;01/03/2032;12270;11690;300
PROD-0000013;02/03/2032 00:00;02/03/2032;12200;11690;270
PROD-0000013;03/03/2032 00:00;03/03/2032;12200;11700;180
PROD-0000013;04/03/2032 00:00;04/03/2032;12220;11660;210
PROD-0000013;05/03/2032 00:00;05/03/2032;12190;11640;210
PROD-0000013;06/03/2032 00:00;06/03/2032;12150;11620;110
PROD-0000013;07/03/2032 00:00;07/03/2032;12300;11800;200
PROD-0000013;08/03/2032 00:00;08/03/2032;12260;11610;100
PROD-0000013;09/03/2032 00:00;09/03/2032;12460;11920;20
PROD-0000013;10/03/2032 00:00;10/03/2032;12310;11690;20
PROD-0000013;11/03/2032 00:00;11/03/2032;12410;11790;250
PROD-0000013;12/03/2032 00:00;12/03/2032;12430;11750;170
PROD-0000013;13/03/2032 00:00;13/03/2032;12510;11780;230
PROD-0000013;14/03/2032 00:00;14/03/2032;12310;11770;130
PROD-0000013;15/03/2032 00:00;15/03/2032;12230;11620;180
PROD-0000013;16/03/2032 00:00;16/03/2032;12290;11670;220
PROD-0000013;17/03/2032 00:00;17/03/2032;12360;11710;0
PROD-0000013;18/03/2032 00:00;18/03/2032;12500;11880;190
PROD-0000013;19/03/2032 00:00;19/03/2032;12430;11860;30
PROD-0000013;20/03/2032 00:00;20/03/2032;12360;11740;270
PROD-0000013;21/03/2032 00:00;21/03/2032;12560;11820;90
PROD-0000013;22/03/2032 00:00;22/03/2032;12460;11750;70
PROD-0000013;23/03/2032 00:00;23/03/2032;12590;11880;10
PROD-0000013;24/03/2032 00:00;24/03/2032;12450;11890;20
PROD-0000013;25/03/2032 00:00;25/03/2032;12310;11800;250
PROD-0000013;26/03/2032 00:00;26/03/2032;12380;11760;270
PROD-0000013;27/03/2032 00:00;27/03/2032;12410;11780;180
PROD-0000013;28/03/2032 00:00;28/03/2032;12260;11640;290
PROD-0000013;29/03/2032 00:00;29/03/2032;12330;11600;50
PROD-0000013;30/03/2032 00:00;30/03/2032;12500;11880;30
PROD-0000013;31/03/2032 00:00;31/03/2032;12260;11550;280
PROD-0000013;01/04/2032 00:00;01/04/2032;12410;11780;110
PROD-0000013;02/04/2032 00:00;02/04/2032;12380;11760;110
PROD-0000013;03/04/2032 00:00;03/04/2032;12400;11830;250
PROD-0000013;04/04/2032 00:00;04/04/2032;12350;11860;170
PROD-0000013;05/04/2032 00:00;05/04/2032;12500;11790;190
PROD-0000013;06/04/2032 00:00;06/04/2032;12330;11710;100
PROD-0000013;07/04/2032 00:00;07/04/2032;12460;11830;120
PROD-0000013;08/04/2032 00:00;08/04/2032;12410;11780;290
PROD-0000013;09/04/2032 00:00;09/04/2032;12500;11780;300
PROD-0000013;10/04/2032 00:00;10/04/2032;12450;11830;80
PROD-0000013;11/04/2032 00:00;11/04/2032;12450;11950;60
PROD-0000013;12/04/2032 00:00;12/04/2032;12450;11950;10
PROD-0000013;13/04/2032 00:00;13/04/2032;12560;12040;300
PROD-0000013;14/04/2032 00:00;14/04/2032;12620;12040;40
PROD-0000013;15/04/2032 00:00;15/04/2032;12660;12020;150
PROD-0000013;16/04/2032 00:00;16/04/2032;12480;11940;130
PROD-0000013;17/04/2032 00:00;17/04/2032;12380;11690;30
PROD-0000013;18/04/2032 00:00;18/04/2032;12600;12050;140
PROD-0000013;19/04/2032 00:00;19/04/2032;12480;11840;280
PROD-0000013;20/04/2032 00:00;20/04/2032;12470;11850;100
PROD-0000013;21/04/2032 00:00;21/04/2032;12330;11710;170
PROD-0000013;22/04/2032 00:00;22/04/2032;12550;11880;290
PROD-0000013;23/04/2032 00:00;23/04/2032;12630;11990;220
PROD-0000013;24/04/2032 00:00;24/04/2032;12330;11710;280
PROD-0000013;25/04/2032 00:00;25/04/2032;12470;11850;250
PROD-0000013;26/04/2032 00:00;26/04/2032;12400;11740;250
PROD-0000013;27/04/2032 00:00;27/04/2032;12480;11970;180
PROD-0000013;28/04/2032 00:00;28/04/2032;12500;11870;30
PROD-0000013;29/04/2032 00:00;29/04/2032;12680;12130;160
PROD-0000013;30/04/2032 00:00;30/04/2032;12360;11640;280
PROD-0000013;01/05/2032 00:00;01/05/2032;12630;11980;270
PROD-0000013;02/05/2032 00:00;02/05/2032;12530;11800;260
PROD-0000013;03/05/2032 00:00;03/05/2032;12480;11900;10
PROD-0000013;04/05/2032 00:00;04/05/2032;12480;11860;210
PROD-0000013;05/05/2032 00:00;05/05/2032;12630;12080;230
PROD-0000013;06/05/2032 00:00;06/05/2032;12450;11740;170
PROD-0000013;07/05/2032 00:00;07/05/2032;12500;11930;280
PROD-0000013;08/05/2032 00:00;08/05/2032;12550;11930;300
PROD-0000013;09/05/2032 00:00;09/05/2032;12330;11750;150
PROD-0000013;10/05/2032 00:00;10/05/2032;12570;12000;170
PROD-0000013;11/05/2032 00:00;11/05/2032;12590;12010;220
PROD-0000013;12/05/2032 00:00;12/05/2032;12750;12110;210
PROD-0000013;13/05/2032 00:00;13/05/2032;12590;11960;10
PROD-0000013;14/05/2032 00:00;14/05/2032;12420;11880;220
PROD-0000013;15/05/2032 00:00;15/05/2032;12420;11780;20
PROD-0000013;16/05/2032 00:00;16/05/2032;12750;12100;60
PROD-0000013;17/05/2032 00:00;17/05/2032;12440;11930;180
PROD-0000013;18/05/2032 00:00;18/05/2032;12780;12140;220
PROD-0000013;19/05/2032 00:00;19/05/2032;12570;11950;110
PROD-0000013;20/05/2032 00:00;20/05/2032;12730;12180;150
PROD-0000013;21/05/2032 00:00;21/05/2032;12470;11890;140
PROD-0000013;22/05/2032 00:00;22/05/2032;12570;12030;110
PROD-0000013;23/05/2032 00:00;23/05/2032;12670;12040;140
PROD-0000013;24/05/2032 00:00;24/05/2032;12470;11890;300
PROD-0000013;25/05/2032 00:00;25/05/2032;12620;12080;130
PROD-0000013;26/05/2032 00:00;26/05/2032;12590;11930;50
PROD-0000013;27/05/2032 00:00;27/05/2032;12550;11890;180
PROD-0000013;28/05/2032 00:00;28/05/2032;12650;11990;150
PROD-0000013;29/05/2032 00:00;29/05/2032;12780;12050;170
PROD-0000013;30/05/2032 00:00;30/05/2032;12700;11980;160
PROD-0000013;31/05/2032 00:00;31/05/2032;12520;11970;190
PROD-0000013;01/06/2032 00:00;01/06/2032;12780;12140;200
PROD-0000013;02/06/2032 00:00;02/06/2032;12650;12000;100
PROD-0000013;03/06/2032 00:00;03/06/2032;12800;12160;300
PROD-0000013;04/06/2032 00:00;04/06/2032;12700;12020;200
PROD-0000013;05/06/2032 00:00;05/06/2032;12520;11980;80
PROD-0000013;06/06/2032 00:00;06/06/2032;12670;12040;130
PROD-0000013;07/06/2032 00:00;07/06/2032;12470;11740;60
PROD-0000013;08/06/2032 00:00;08/06/2032;12570;11830;200
PROD-0000013;09/06/2032 00:00;09/06/2032;12620;11920;260
PROD-0000013;10/06/2032 00:00;10/06/2032;12770;12090;130
PROD-0000013;11/06/2032 00:00;11/06/2032;12720;12080;310
PROD-0000013;12/06/2032 00:00;12/06/2032;12850;12160;300
PROD-0000013;13/06/2032 00:00;13/06/2032;12670;12080;300
PROD-0000013;14/06/2032 00:00;14/06/2032;12740;11970;110
PROD-0000013;15/06/2032 00:00;15/06/2032;12740;12110;160
PROD-0000013;16/06/2032 00:00;16/06/2032;12460;11870;290
PROD-0000013;17/06/2032 00:00;17/06/2032;12870;12230;310
PROD-0000013;18/06/2032 00:00;18/06/2032;12740;12070;310
PROD-0000013;19/06/2032 00:00;19/06/2032;12690;12180;310
PROD-0000013;20/06/2032 00:00;20/06/2032;12790;12240;200
PROD-0000013;21/06/2032 00:00;21/06/2032;12820;12200;60
PROD-0000013;22/06/2032 00:00;22/06/2032;12900;12290;50
PROD-0000013;23/06/2032 00:00;23/06/2032;12460;11780;270
PROD-0000013;24/06/2032 00:00;24/06/2032;12690;12170;260
PROD-0000013;25/06/2032 00:00;25/06/2032;12610;11900;150
PROD-0000013;26/06/2032 00:00;26/06/2032;12740;12140;170
PROD-0000013;27/06/2032 00:00;27/06/2032;12510;11890;30
PROD-0000013;28/06/2032 00:00;28/06/2032;12770;12250;220
PROD-0000013;29/06/2032 00:00;29/06/2032;12720;12070;60
PROD-0000013;30/06/2032 00:00;30/06/2032;12790;12150;30
PROD-0000013;01/07/2032 00:00;01/07/2032;12850;12120;20
PROD-0000013;02/07/2032 00:00;02/07/2032;12870;12220;290
PROD-0000013;03/07/2032 00:00;03/07/2032;12890;12150;60
PROD-0000013;04/07/2032 00:00;04/07/2032;12840;12160;80
PROD-0000013;05/07/2032 00:00;05/07/2032;12800;12160;40
PROD-0000013;06/07/2032 00:00;06/07/2032;12690;11950;290
PROD-0000013;07/07/2032 00:00;07/07/2032;12590;11960;310
PROD-0000013;08/07/2032 00:00;08/07/2032;12790;12130;80
PROD-0000013;09/07/2032 00:00;09/07/2032;12560;11870;180
PROD-0000013;10/07/2032 00:00;10/07/2032;12810;12180;10
PROD-0000013;11/07/2032 00:00;11/07/2032;12860;12230;50
PROD-0000013;12/07/2032 00:00;12/07/2032;12880;12310;220
PROD-0000013;13/07/2032 00:00;13/07/2032;12840;12200;190
PROD-0000013;14/07/2032 00:00;14/07/2032;12920;12390;40
PROD-0000013;15/07/2032 00:00;15/07/2032;12660;12010;180
PROD-0000013;16/07/2032 00:00;16/07/2032;12880;12240;260
PROD-0000013;17/07/2032 00:00;17/07/2032;12790;12150;140
PROD-0000013;18/07/2032 00:00;18/07/2032;12870;12220;150
PROD-0000013;19/07/2032 00:00;19/07/2032;12780;12140;30
PROD-0000013;20/07/2032 00:00;20/07/2032;12860;12140;110
PROD-0000013;21/07/2032 00:00;21/07/2032;12680;11950;240
PROD-0000013;22/07/2032 00:00;22/07/2032;12940;12420;210
PROD-0000013;23/07/2032 00:00;23/07/2032;12870;12230;260
PROD-0000013;24/07/2032 00:00;24/07/2032;12630;11930;200
PROD-0000013;25/07/2032 00:00;25/07/2032;12580;11930;300
PROD-0000013;26/07/2032 00:00;26/07/2032;12650;12020;130
PROD-0000013;27/07/2032 00:00;27/07/2032;12990;12280;220
PROD-0000013;28/07/2032 00:00;28/07/2032;12650;12020;280
PROD-0000013;29/07/2032 00:00;29/07/2032;12760;12120;250
PROD-0000013;30/07/2032 00:00;30/07/2032;12790;12150;90
PROD-0000013;31/07/2032 00:00;31/07/2032;12780;12180;290
PROD-0000013;01/08/2032 00:00;01/08/2032;12780;12180;150
PROD-0000013;02/08/2032 00:00;02/08/2032;12760;12160;200
PROD-0000013;03/08/2032 00:00;03/08/2032;12840;12200;240
PROD-0000013;04/08/2032 00:00;04/08/2032;13020;12370;70
PROD-0000013;05/08/2032 00:00;05/08/2032;12840;12290;150
PROD-0000013;06/08/2032 00:00;06/08/2032;12740;12100;150
PROD-0000013;07/08/2032 00:00;07/08/2032;12990;12210;50
PROD-0000013;08/08/2032 00:00;08/08/2032;12790;12070;200
PROD-0000013;09/08/2032 00:00;09/08/2032;12730;12210;80
PROD-0000013;10/08/2032 00:00;10/08/2032;12960;12220;250
PROD-0000013;11/08/2032 00:00;11/08/2032;12960;12380;210
PROD-0000013;12/08/2032 00:00;12/08/2032;12850;12310;60
PROD-0000013;13/08/2032 00:00;13/08/2032;12930;12330;190
PROD-0000013;14/08/2032 00:00;14/08/2032;12910;12260;200
PROD-0000013;15/08/2032 00:00;15/08/2032;12940;12200;30
PROD-0000013;16/08/2032 00:00;16/08/2032;12880;12350;120
PROD-0000013;17/08/2032 00:00;17/08/2032;12890;12210;30
PROD-0000013;18/08/2032 00:00;18/08/2032;12850;12100;120
PROD-0000013;19/08/2032 00:00;19/08/2032;12880;12350;280
PROD-0000013;20/08/2032 00:00;20/08/2032;12960;12230;270
PROD-0000013;21/08/2032 00:00;21/08/2032;12910;12320;290
PROD-0000013;22/08/2032 00:00;22/08/2032;12910;12210;220
PROD-0000013;23/08/2032 00:00;23/08/2032;12900;12190;240
PROD-0000013;24/08/2032 00:00;24/08/2032;12960;12330;180
PROD-0000013;25/08/2032 00:00;25/08/2032;12910;12170;60
PROD-0000013;26/08/2032 00:00;26/08/2032;12830;12120;110
PROD-0000013;27/08/2032 00:00;27/08/2032;12980;12410;90
PROD-0000013;28/08/2032 00:00;28/08/2032;12880;12240;80
PROD-0000013;29/08/2032 00:00;29/08/2032;12940;12290;30
PROD-0000013;30/08/2032 00:00;30/08/2032;13040;12470;10
PROD-0000013;31/08/2032 00:00;31/08/2032;12780;12220;150
PROD-0000013;01/09/2032 00:00;01/09/2032;12930;12180;60
PROD-0000013;02/09/2032 00:00;02/09/2032;12860;12180;30
PROD-0000013;03/09/2032 00:00;03/09/2032;12700;12170;290
PROD-0000013;04/09/2032 00:00;04/09/2032;13010;12450;260
PROD-0000013;05/09/2032 00:00;05/09/2032;12860;12290;100
PROD-0000013;06/09/2032 00:00;06/09/2032;12850;12190;150
PROD-0000013;07/09/2032 00:00;07/09/2032;13080;12430;60
PROD-0000013;08/09/2032 00:00;08/09/2032;12910;12340;120
PROD-0000013;09/09/2032 00:00;09/09/2032;12960;12220;90
PROD-0000013;10/09/2032 00:00;10/09/2032;13060;12400;240
PROD-0000013;11/09/2032 00:00;11/09/2032;13030;12380;110
PROD-0000013;12/09/2032 00:00;12/09/2032;12820;12070;100
PROD-0000013;13/09/2032 00:00;13/09/2032;12930;12210;280
PROD-0000013;14/09/2032 00:00;14/09/2032;12820;12180;130
PROD-0000013;15/09/2032 00:00;15/09/2032;12950;12220;30
PROD-0000013;16/09/2032 00:00;16/09/2032;13000;12420;100
PROD-0000013;17/09/2032 00:00;17/09/2032;12980;12350;320
PROD-0000013;18/09/2032 00:00;18/09/2032;13050;12280;240
PROD-0000013;19/09/2032 00:00;19/09/2032;12980;12320;160
PROD-0000013;20/09/2032 00:00;20/09/2032;13000;12270;190
PROD-0000013;21/09/2032 00:00;21/09/2032;12930;12360;280
PROD-0000013;22/09/2032 00:00;22/09/2032;12950;12300;120
PROD-0000013;23/09/2032 00:00;23/09/2032;13110;12540;190
PROD-0000013;24/09/2032 00:00;24/09/2032;13140;12600;280
PROD-0000013;25/09/2032 00:00;25/09/2032;13130;12480;160
PROD-0000013;26/09/2032 00:00;26/09/2032;12870;12170;230
PROD-0000013;27/09/2032 00:00;27/09/2032;13160;12480;110
PROD-0000013;28/09/2032 00:00;28/09/2032;13190;12530;240
PROD-0000013;29/09/2032 00:00;29/09/2032;13030;12510;120
PROD-0000013;30/09/2032 00:00;30/09/2032;12930;12390;140
PROD-0000013;01/10/2032 00:00;01/10/2032;12980;12210;80
PROD-0000013;02/10/2032 00:00;02/10/2032;12900;12140;210
PROD-0000013;03/10/2032 00:00;03/10/2032;13080;12430;270
PROD-0000013;04/10/2032 00:00;04/10/2032;12770;12130;280
PROD-0000013;05/10/2032 00:00;05/10/2032;12920;12370;100
PROD-0000013;06/10/2032 00:00;06/10/2032;12880;12230;320
PROD-0000013;07/10/2032 00:00;07/10/2032;12750;12050;80
PROD-0000013;08/10/2032 00:00;08/10/2032;13060;12350;310
PROD-0000013;09/10/2032 00:00;09/10/2032;12770;12130;70
PROD-0000013;10/10/2032 00:00;10/10/2032;13040;12390;40
PROD-0000013;11/10/2032 00:00;11/10/2032;13260;12600;50
PROD-0000013;12/10/2032 00:00;12/10/2032;13100;12450;310
PROD-0000013;13/10/2032 00:00;13/10/2032;13120;12370;160
PROD-0000013;14/10/2032 00:00;14/10/2032;12920;12270;300
PROD-0000013;15/10/2032 00:00;15/10/2032;13070;12420;220
PROD-0000013;16/10/2032 00:00;16/10/2032;12920;12270;240
PROD-0000013;17/10/2032 00:00;17/10/2032;13050;12400;240
PROD-0000013;18/10/2032 00:00;18/10/2032;13000;12360;150
PROD-0000013;19/10/2032 00:00;19/10/2032;13150;12490;70
PROD-0000013;20/10/2032 00:00;20/10/2032;12890;12140;220
PROD-0000013;21/10/2032 00:00;21/10/2032;13020;12500;290
PROD-0000013;22/10/2032 00:00;22/10/2032;13230;12570;180
PROD-0000013;23/10/2032 00:00;23/10/2032;13150;12400;320
PROD-0000013;24/10/2032 00:00;24/10/2032;13000;12350;20
PROD-0000013;25/10/2032 00:00;25/10/2032;13020;12370;270
PROD-0000013;26/10/2032 00:00;26/10/2032;13040;12390;250
PROD-0000013;27/10/2032 00:00;27/10/2032;13080;12510;170
PROD-0000013;28/10/2032 00:00;28/10/2032;13310;12700;240
PROD-0000013;29/10/2032 00:00;29/10/2032;13080;12420;270
PROD-0000013;30/10/2032 00:00;30/10/2032;13150;12450;30
PROD-0000013;31/10/2032 00:00;31/10/2032;12940;12170;100
PROD-0000013;01/11/2032 00:00;01/11/2032;13230;12570;200
PROD-0000013;02/11/2032 00:00;02/11/2032;13040;12390;110
PROD-0000013;03/11/2032 00:00;03/11/2032;13150;12500;320
PROD-0000013;04/11/2032 00:00;04/11/2032;13020;12370;190
PROD-0000013;05/11/2032 00:00;05/11/2032;12920;12270;250
PROD-0000013;06/11/2032 00:00;06/11/2032;13050;12480;200
PROD-0000013;07/11/2032 00:00;07/11/2032;13100;12440;290
PROD-0000013;08/11/2032 00:00;08/11/2032;12890;12240;20
PROD-0000013;09/11/2032 00:00;09/11/2032;12970;12290;200
PROD-0000013;10/11/2032 00:00;10/11/2032;13120;12430;90
PROD-0000013;11/11/2032 00:00;11/11/2032;13280;12620;130
PROD-0000013;12/11/2032 00:00;12/11/2032;13330;12790;90
PROD-0000013;13/11/2032 00:00;13/11/2032;13090;12540;0
PROD-0000013;14/11/2032 00:00;14/11/2032;13170;12530;310
PROD-0000013;15/11/2032 00:00;15/11/2032;12960;12310;210
PROD-0000013;16/11/2032 00:00;16/11/2032;13200;12460;300
PROD-0000013;17/11/2032 00:00;17/11/2032;13140;12490;120
PROD-0000013;18/11/2032 00:00;18/11/2032;13070;12360;130
PROD-0000013;19/11/2032 00:00;19/11/2032;13330;12570;210
PROD-0000013;20/11/2032 00:00;20/11/2032;13200;12440;180
PROD-0000013;21/11/2032 00:00;21/11/2032;13230;12680;320
PROD-0000013;22/11/2032 00:00;22/11/2032;13120;12540;70
PROD-0000013;23/11/2032 00:00;23/11/2032;13380;12750;50
PROD-0000013;24/11/2032 00:00;24/11/2032;13310;12570;270
PROD-0000013;25/11/2032 00:00;25/11/2032;13260;12720;300
PROD-0000013;26/11/2032 00:00;26/11/2032;13100;12440;60
