kode_produk;tgl_berlaku;tanggal_berlaku;harga_berlaku_cabang;modal_cabang;biaya_cabang
PROD-0000003;31/08/2020 00:00;2020-08-31;6350;5970;0
PROD-0000003;01/09/2020 00:00;2020-09-01;6390;6100;110
PROD-0000003;02/09/2020 00:00;2020-09-02;6340;6050;10
PROD-0000003;03/09/2020 00:00;2020-09-03;6470;6080;110
PROD-0000003;04/09/2020 00:00;2020-09-04;6440;6120;150
PROD-0000003;05/09/2020 00:00;2020-09-05;6450;6140;0
PROD-0000003;06/09/2020 00:00;2020-09-06;6420;6040;100
PROD-0000003;07/09/2020 00:00;2020-09-07;6450;6180;120
PROD-0000003;08/09/2020 00:00;2020-09-08;6340;5970;70
PROD-0000003;09/09/2020 00:00;2020-09-09;6400;6080;50
PROD-0000003;10/09/2020 00:00;2020-09-10;6400;6040;50
PROD-0000003;11/09/2020 00:00;2020-09-11;6320;5970;70
PROD-0000003;12/09/2020 00:00;2020-09-12;6460;6130;50
PROD-0000003;13/09/2020 00:00;2020-09-13;6420;6060;110
PROD-0000003;14/09/2020 00:00;2020-09-14;6410;6090;70
PROD-0000003;15/09/2020 00:00;2020-09-15;6370;6090;0
PROD-0000003;16/09/2020 00:00;2020-09-16;6390;6020;40
PROD-0000003;17/09/2020 00:00;2020-09-17;6420;6040;70
PROD-0000003;18/09/2020 00:00;2020-09-18;6390;6050;110
PROD-0000003;19/09/2020 00:00;2020-09-19;6380;6020;140
PROD-0000003;20/09/2020 00:00;2020-09-20;6440;6120;50
PROD-0000003;21/09/2020 00:00;2020-09-21;6380;6050;110
PROD-0000003;22/09/2020 00:00;2020-09-22;6500;6180;80
PROD-0000003;23/09/2020 00:00;2020-09-23;6370;6050;20
PROD-0000003;24/09/2020 00:00;2020-09-24;6410;6150;120
PROD-0000003;25/09/2020 00:00;2020-09-25;6370;6030;50
PROD-0000003;26/09/2020 00:00;2020-09-26;6400;6080;100
PROD-0000003;27/09/2020 00:00;2020-09-27;6440;6070;100
PROD-0000003;28/09/2020 00:00;2020-09-28;6500;6180;110
PROD-0000003;29/09/2020 00:00;2020-09-29;6400;6050;110
PROD-0000003;30/09/2020 00:00;2020-09-30;6340;6000;70
PROD-0000003;01/10/2020 00:00;2020-10-01;6350;6030;100
PROD-0000003;02/10/2020 00:00;2020-10-02;6480;6130;60
PROD-0000003;03/10/2020 00:00;2020-10-03;6370;6090;40
PROD-0000003;04/10/2020 00:00;2020-10-04;6410;6150;60
PROD-0000003;05/10/2020 00:00;2020-10-05;6410;6080;80
PROD-0000003;06/10/2020 00:00;2020-10-06;6320;6040;140
PROD-0000003;07/10/2020 00:00;2020-10-07;6520;6200;50
PROD-0000003;08/10/2020 00:00;2020-10-08;6400;6080;100
PROD-0000003;09/10/2020 00:00;2020-10-09;6380;6080;140
PROD-0000003;10/10/2020 00:00;2020-10-10;6460;6080;110
PROD-0000003;11/10/2020 00:00;2020-10-11;6510;6190;100
PROD-0000003;12/10/2020 00:00;2020-10-12;6420;6100;70
PROD-0000003;13/10/2020 00:00;2020-10-13;6390;6070;40
PROD-0000003;14/10/2020 00:00;2020-10-14;6540;6200;70
PROD-0000003;15/10/2020 00:00;2020-10-15;6440;6120;100
PROD-0000003;16/10/2020 00:00;2020-10-16;6310;5950;30
PROD-0000003;17/10/2020 00:00;2020-10-17;6410;6030;30
PROD-0000003;18/10/2020 00:00;2020-10-18;6440;6060;150
PROD-0000003;19/10/2020 00:00;2020-10-19;6420;6160;40
PROD-0000003;20/10/2020 00:00;2020-10-20;6410;6090;10
PROD-0000003;21/10/2020 00:00;2020-10-21;6340;6020;10
PROD-0000003;22/10/2020 00:00;2020-10-22;6480;6100;110
PROD-0000003;23/10/2020 00:00;2020-10-23;6400;6060;120
PROD-0000003;24/10/2020 00:00;2020-10-24;6470;6090;10
PROD-0000003;25/10/2020 00:00;2020-10-25;6420;6080;20
PROD-0000003;26/10/2020 00:00;2020-10-26;6410;6030;10
PROD-0000003;27/10/2020 00:00;2020-10-27;6370;6090;120
PROD-0000003;28/10/2020 00:00;2020-10-28;6440;6120;0
PROD-0000003;29/10/2020 00:00;2020-10-29;6530;6210;50
PROD-0000003;30/10/2020 00:00;2020-10-30;6410;6090;50
PROD-0000003;31/10/2020 00:00;2020-10-31;6500;6200;110
PROD-0000003;01/11/2020 00:00;2020-11-01;6550;6230;120
PROD-0000003;02/11/2020 00:00;2020-11-02;6500;6120;50
PROD-0000003;03/11/2020 00:00;2020-11-03;6460;6120;110
PROD-0000003;04/11/2020 00:00;2020-11-04;6530;6210;70
PROD-0000003;05/11/2020 00:00;2020-11-05;6510;6190;150
PROD-0000003;06/11/2020 00:00;2020-11-06;6400;6070;120
PROD-0000003;07/11/2020 00:00;2020-11-07;6500;6180;40
PROD-0000003;08/11/2020 00:00;2020-11-08;6450;6150;110
PROD-0000003;09/11/2020 00:00;2020-11-09;6470;6140;140
PROD-0000003;10/11/2020 00:00;2020-11-10;6430;6070;30
PROD-0000003;11/11/2020 00:00;2020-11-11;6490;6200;70
PROD-0000003;12/11/2020 00:00;2020-11-12;6490;6180;140
PROD-0000003;13/11/2020 00:00;2020-11-13;6380;6040;110
PROD-0000003;14/11/2020 00:00;2020-11-14;6450;6130;160
PROD-0000003;15/11/2020 00:00;2020-11-15;6450;6130;60
PROD-0000003;16/11/2020 00:00;2020-11-16;6560;6240;10
PROD-0000003;17/11/2020 00:00;2020-11-17;6440;6150;160
PROD-0000003;18/11/2020 00:00;2020-11-18;6520;6240;40
PROD-0000003;19/11/2020 00:00;2020-11-19;6540;6210;110
PROD-0000003;20/11/2020 00:00;2020-11-20;6520;6200;70
PROD-0000003;21/11/2020 00:00;2020-11-21;6460;6140;10
PROD-0000003;22/11/2020 00:00;2020-11-22;6500;6160;90
PROD-0000003;23/11/2020 00:00;2020-11-23;6460;6140;120
PROD-0000003;24/11/2020 00:00;2020-11-24;6440;6090;140
PROD-0000003;25/11/2020 00:00;2020-11-25;6450;6160;30
PROD-0000003;26/11/2020 00:00;2020-11-26;6440;6110;80
PROD-0000003;27/11/2020 00:00;2020-11-27;6500;6210;70
PROD-0000003;28/11/2020 00:00;2020-11-28;6440;6180;50
PROD-0000003;29/11/2020 00:00;2020-11-29;6430;6090;50
PROD-0000003;30/11/2020 00:00;2020-11-30;6490;6120;100
PROD-0000003;01/12/2020 00:00;2020-12-01;6410;6070;110
PROD-0000003;02/12/2020 00:00;2020-12-02;6470;6170;140
PROD-0000003;03/12/2020 00:00;2020-12-03;6500;6180;30
PROD-0000003;04/12/2020 00:00;2020-12-04;6500;6180;70
PROD-0000003;05/12/2020 00:00;2020-12-05;6510;6120;0
PROD-0000003;06/12/2020 00:00;2020-12-06;6560;6170;50
PROD-0000003;07/12/2020 00:00;2020-12-07;6500;6200;10
PROD-0000003;08/12/2020 00:00;2020-12-08;6490;6170;40
PROD-0000003;09/12/2020 00:00;2020-12-09;6400;6080;130
PROD-0000003;10/12/2020 00:00;2020-12-10;6500;6210;120
PROD-0000003;11/12/2020 00:00;2020-12-11;6490;6180;0
PROD-0000003;12/12/2020 00:00;2020-12-12;6390;6070;0
PROD-0000003;13/12/2020 00:00;2020-12-13;6480;6200;70
PROD-0000003;14/12/2020 00:00;2020-12-14;6510;6190;80
PROD-0000003;15/12/2020 00:00;2020-12-15;6440;6120;40
PROD-0000003;16/12/2020 00:00;2020-12-16;6380;6010;0
PROD-0000003;17/12/2020 00:00;2020-12-17;6390;6070;60
PROD-0000003;18/12/2020 00:00;2020-12-18;6360;6000;110
PROD-0000003;19/12/2020 00:00;2020-12-19;6450;6130;150
PROD-0000003;20/12/2020 00:00;2020-12-20;6440;6120;100
PROD-0000003;21/12/2020 00:00;2020-12-21;6400;6070;80
PROD-0000003;22/12/2020 00:00;2020-12-22;6470;6150;50
PROD-0000003;23/12/2020 00:00;2020-12-23;6490;6100;20
PROD-0000003;24/12/2020 00:00;2020-12-24;6400;6070;140
PROD-0000003;25/12/2020 00:00;2020-12-25;6430;6110;20
PROD-0000003;26/12/2020 00:00;2020-12-26;6450;6130;130
PROD-0000003;27/12/2020 00:00;2020-12-27;6530;6240;20
PROD-0000003;28/12/2020 00:00;2020-12-28;6410;6100;40
PROD-0000003;29/12/2020 00:00;2020-12-29;6420;6100;30
PROD-0000003;30/12/2020 00:00;2020-12-30;6420;6090;80
PROD-0000003;31/12/2020 00:00;2020-12-31;6380;6070;150
PROD-0000004;01/01/2020 00:00;2020-01-01;8020;7620;60
PROD-0000004;02/01/2020 00:00;2020-01-02;7910;7510;140
PROD-0000004;03/01/2020 00:00;2020-01-03;8020;7680;190
PROD-0000004;04/01/2020 00:00;2020-01-04;8030;7630;20
PROD-0000004;05/01/2020 00:00;2020-01-05;7930;7530;80
PROD-0000004;06/01/2020 00:00;2020-01-06;7940;7540;50
PROD-0000004;07/01/2020 00:00;2020-01-07;8020;7620;150
PROD-0000004;08/01/2020 00:00;2020-01-08;8040;7710;90
PROD-0000004;09/01/2020 00:00;2020-01-09;7940;7600;110
PROD-0000004;10/01/2020 00:00;2020-01-10;7970;7590;100
PROD-0000004;11/01/2020 00:00;2020-01-11;8030;7630;90
PROD-0000004;12/01/2020 00:00;2020-01-12;7880;7410;80
PROD-0000004;13/01/2020 00:00;2020-01-13;8000;7610;50
PROD-0000004;14/01/2020 00:00;2020-01-14;7900;7510;50
PROD-0000004;15/01/2020 00:00;2020-01-15;7940;7620;100
PROD-0000004;16/01/2020 00:00;2020-01-16;8140;7690;40
PROD-0000004;17/01/2020 00:00;2020-01-17;8000;7560;0
PROD-0000004;18/01/2020 00:00;2020-01-18;8000;7600;100
PROD-0000004;19/01/2020 00:00;2020-01-19;8030;7630;120
PROD-0000004;20/01/2020 00:00;2020-01-20;8100;7700;30
PROD-0000004;21/01/2020 00:00;2020-01-21;8060;7660;160
PROD-0000004;22/01/2020 00:00;2020-01-22;8050;7640;140
PROD-0000004;23/01/2020 00:00;2020-01-23;7970;7540;90
PROD-0000004;24/01/2020 00:00;2020-01-24;7970;7610;90
PROD-0000004;25/01/2020 00:00;2020-01-25;7970;7640;90
PROD-0000004;26/01/2020 00:00;2020-01-26;8040;7640;170
PROD-0000004;27/01/2020 00:00;2020-01-27;8110;7760;50
PROD-0000004;28/01/2020 00:00;2020-01-28;8050;7660;20
PROD-0000004;29/01/2020 00:00;2020-01-29;8010;7680;70
PROD-0000004;30/01/2020 00:00;2020-01-30;8010;7540;160
PROD-0000004;31/01/2020 00:00;2020-01-31;8000;7600;150
PROD-0000004;01/02/2020 00:00;2020-02-01;8010;7570;110
PROD-0000004;02/02/2020 00:00;2020-02-02;7960;7570;170
PROD-0000004;03/02/2020 00:00;2020-02-03;8000;7540;100
PROD-0000004;04/02/2020 00:00;2020-02-04;7950;7600;60
PROD-0000004;05/02/2020 00:00;2020-02-05;8140;7730;20
PROD-0000004;06/02/2020 00:00;2020-02-06;8050;7680;170
PROD-0000004;07/02/2020 00:00;2020-02-07;7920;7550;170
PROD-0000004;08/02/2020 00:00;2020-02-08;8030;7630;90
PROD-0000004;09/02/2020 00:00;2020-02-09;8050;7640;90
PROD-0000004;10/02/2020 00:00;2020-02-10;8140;7730;110
PROD-0000004;11/02/2020 00:00;2020-02-11;8080;7680;50
PROD-0000004;12/02/2020 00:00;2020-02-12;8040;7680;30
PROD-0000004;13/02/2020 00:00;2020-02-13;8130;7690;120
PROD-0000004;14/02/2020 00:00;2020-02-14;8030;7710;80
PROD-0000004;15/02/2020 00:00;2020-02-15;8030;7610;60
PROD-0000004;16/02/2020 00:00;2020-02-16;8050;7630;20
PROD-0000004;17/02/2020 00:00;2020-02-17;8050;7700;50
PROD-0000004;18/02/2020 00:00;2020-02-18;8080;7670;90
PROD-0000004;19/02/2020 00:00;2020-02-19;8020;7620;130
PROD-0000004;20/02/2020 00:00;2020-02-20;7980;7620;40
PROD-0000004;21/02/2020 00:00;2020-02-21;8160;7680;0
PROD-0000004;22/02/2020 00:00;2020-02-22;8170;7710;90
PROD-0000004;23/02/2020 00:00;2020-02-23;8080;7700;130
PROD-0000004;24/02/2020 00:00;2020-02-24;8060;7590;110
PROD-0000004;25/02/2020 00:00;2020-02-25;8070;7640;70
PROD-0000004;26/02/2020 00:00;2020-02-26;8140;7730;70
PROD-0000004;27/02/2020 00:00;2020-02-27;8080;7660;80
PROD-0000004;28/02/2020 00:00;2020-02-28;7920;7520;190
PROD-0000004;29/02/2020 00:00;2020-02-29;8150;7680;80
PROD-0000004;01/03/2020 00:00;2020-03-01;8130;7730;30
PROD-0000004;02/03/2020 00:00;2020-03-02;8090;7750;140
PROD-0000004;03/03/2020 00:00;2020-03-03;8160;7750;120
PROD-0000004;04/03/2020 00:00;2020-03-04;8090;7690;150
PROD-0000004;05/03/2020 00:00;2020-03-05;8190;7780;50
PROD-0000004;06/03/2020 00:00;2020-03-06;8100;7690;120
PROD-0000004;07/03/2020 00:00;2020-03-07;8100;7700;80
PROD-0000004;08/03/2020 00:00;2020-03-08;8000;7620;120
PROD-0000004;09/03/2020 00:00;2020-03-09;8090;7690;170
PROD-0000004;10/03/2020 00:00;2020-03-10;8160;7690;10
PROD-0000004;11/03/2020 00:00;2020-03-11;8080;7700;130
PROD-0000004;12/03/2020 00:00;2020-03-12;8080;7600;170
PROD-0000004;13/03/2020 00:00;2020-03-13;8080;7680;30
PROD-0000004;14/03/2020 00:00;2020-03-14;8140;7810;150
PROD-0000004;15/03/2020 00:00;2020-03-15;8180;7760;130
PROD-0000004;16/03/2020 00:00;2020-03-16;8030;7600;150
PROD-0000004;17/03/2020 00:00;2020-03-17;8070;7600;80
PROD-0000004;18/03/2020 00:00;2020-03-18;8030;7620;20
PROD-0000004;19/03/2020 00:00;2020-03-19;8080;7640;150
PROD-0000004;20/03/2020 00:00;2020-03-20;8210;7880;40
PROD-0000004;21/03/2020 00:00;2020-03-21;8160;7760;130
PROD-0000004;22/03/2020 00:00;2020-03-22;8110;7700;110
PROD-0000004;23/03/2020 00:00;2020-03-23;8010;7610;80
PROD-0000004;24/03/2020 00:00;2020-03-24;8000;7530;80
PROD-0000004;25/03/2020 00:00;2020-03-25;8140;7770;110
PROD-0000004;26/03/2020 00:00;2020-03-26;8060;7610;170
PROD-0000004;27/03/2020 00:00;2020-03-27;8070;7690;80
PROD-0000004;28/03/2020 00:00;2020-03-28;8130;7710;20
PROD-0000004;29/03/2020 00:00;2020-03-29;8110;7630;150
PROD-0000004;30/03/2020 00:00;2020-03-30;8140;7740;120
PROD-0000004;31/03/2020 00:00;2020-03-31;8060;7660;120
PROD-0000004;01/04/2020 00:00;2020-04-01;8230;7780;200
PROD-0000004;02/04/2020 00:00;2020-04-02;8110;7770;200
PROD-0000004;03/04/2020 00:00;2020-04-03;8110;7710;130
PROD-0000004;04/04/2020 00:00;2020-04-04;8170;7810;130
PROD-0000004;05/04/2020 00:00;2020-04-05;8030;7600;100
PROD-0000004;06/04/2020 00:00;2020-04-06;8160;7790;160
PROD-0000004;07/04/2020 00:00;2020-04-07;8170;7760;70
PROD-0000004;08/04/2020 00:00;2020-04-08;8180;7770;170
PROD-0000004;09/04/2020 00:00;2020-04-09;8220;7770;180
PROD-0000004;10/04/2020 00:00;2020-04-10;8210;7800;170
PROD-0000004;11/04/2020 00:00;2020-04-11;8080;7720;160
PROD-0000004;12/04/2020 00:00;2020-04-12;8220;7870;190
PROD-0000004;13/04/2020 00:00;2020-04-13;8200;7740;110
PROD-0000004;14/04/2020 00:00;2020-04-14;8240;7860;110
PROD-0000004;15/04/2020 00:00;2020-04-15;8210;7800;90
PROD-0000004;16/04/2020 00:00;2020-04-16;8180;7770;80
PROD-0000004;17/04/2020 00:00;2020-04-17;8130;7720;60
PROD-0000004;18/04/2020 00:00;2020-04-18;8160;7750;160
PROD-0000004;19/04/2020 00:00;2020-04-19;8190;7810;70
PROD-0000004;20/04/2020 00:00;2020-04-20;8120;7660;170
PROD-0000004;21/04/2020 00:00;2020-04-21;8110;7700;50
PROD-0000004;22/04/2020 00:00;2020-04-22;8140;7740;130
PROD-0000004;23/04/2020 00:00;2020-04-23;8150;7750;90
PROD-0000004;24/04/2020 00:00;2020-04-24;8230;7860;20
PROD-0000004;25/04/2020 00:00;2020-04-25;8060;7650;120
PROD-0000004;26/04/2020 00:00;2020-04-26;8210;7730;120
PROD-0000004;27/04/2020 00:00;2020-04-27;8260;7860;190
PROD-0000004;28/04/2020 00:00;2020-04-28;8220;7770;110
PROD-0000004;29/04/2020 00:00;2020-04-29;8060;7670;20
PROD-0000004;30/04/2020 00:00;2020-04-30;8160;7790;150
PROD-0000004;01/05/2020 00:00;2020-05-01;8270;7860;30
PROD-0000004;02/05/2020 00:00;2020-05-02;8110;7650;100
PROD-0000004;03/05/2020 00:00;2020-05-03;8090;7720;180
PROD-0000004;04/05/2020 00:00;2020-05-04;8350;7940;60
PROD-0000004;05/05/2020 00:00;2020-05-05;8180;7750;180
PROD-0000004;06/05/2020 00:00;2020-05-06;8140;7760;0
PROD-0000004;07/05/2020 00:00;2020-05-07;8240;7880;200
PROD-0000004;08/05/2020 00:00;2020-05-08;8120;7640;30
PROD-0000004;09/05/2020 00:00;2020-05-09;8170;7760;20
PROD-0000004;10/05/2020 00:00;2020-05-10;8240;7780;20
PROD-0000004;11/05/2020 00:00;2020-05-11;8170;7760;90
PROD-0000004;12/05/2020 00:00;2020-05-12;8090;7680;190
PROD-0000004;13/05/2020 00:00;2020-05-13;8240;7840;120
PROD-0000004;14/05/2020 00:00;2020-05-14;8320;7900;90
PROD-0000004;15/05/2020 00:00;2020-05-15;8270;7860;60
PROD-0000004;16/05/2020 00:00;2020-05-16;8260;7850;90
PROD-0000004;17/05/2020 00:00;2020-05-17;8130;7720;170
PROD-0000004;18/05/2020 00:00;2020-05-18;8280;7860;120
PROD-0000004;19/05/2020 00:00;2020-05-19;8340;7930;140
PROD-0000004;20/05/2020 00:00;2020-05-20;8190;7750;150
PROD-0000004;21/05/2020 00:00;2020-05-21;8170;7750;50
PROD-0000004;22/05/2020 00:00;2020-05-22;8110;7660;200
PROD-0000004;23/05/2020 00:00;2020-05-23;8140;7770;60
PROD-0000004;24/05/2020 00:00;2020-05-24;8240;7830;190
PROD-0000004;25/05/2020 00:00;2020-05-25;8240;7880;140
PROD-0000004;26/05/2020 00:00;2020-05-26;8140;7650;150
PROD-0000004;27/05/2020 00:00;2020-05-27;8090;7680;40
PROD-0000004;28/05/2020 00:00;2020-05-28;8100;7760;200
PROD-0000004;29/05/2020 00:00;2020-05-29;8190;7770;180
PROD-0000004;30/05/2020 00:00;2020-05-30;8140;7730;110
PROD-0000004;31/05/2020 00:00;2020-05-31;8220;7770;100
PROD-0000004;01/06/2020 00:00;2020-06-01;8250;7760;30
PROD-0000004;02/06/2020 00:00;2020-06-02;8190;7780;180
PROD-0000004;03/06/2020 00:00;2020-06-03;8340;7930;0
PROD-0000004;04/06/2020 00:00;2020-06-04;8160;7770;30
PROD-0000004;05/06/2020 00:00;2020-06-05;8220;7780;50
PROD-0000004;06/06/2020 00:00;2020-06-06;8160;7700;120
PROD-0000004;07/06/2020 00:00;2020-06-07;8140;7780;70
PROD-0000004;08/06/2020 00:00;2020-06-08;8370;7950;80
PROD-0000004;09/06/2020 00:00;2020-06-09;8340;7860;130
PROD-0000004;10/06/2020 00:00;2020-06-10;8270;7800;90
PROD-0000004;11/06/2020 00:00;2020-06-11;8280;7830;30
PROD-0000004;12/06/2020 00:00;2020-06-12;8250;7840;160
PROD-0000004;13/06/2020 00:00;2020-06-13;8150;7750;130
PROD-0000004;14/06/2020 00:00;2020-06-14;8340;7930;30
PROD-0000004;15/06/2020 00:00;2020-06-15;8140;7790;20
PROD-0000004;16/06/2020 00:00;2020-06-16;8190;7830;90
PROD-0000004;17/06/2020 00:00;2020-06-17;8320;7840;20
PROD-0000004;18/06/2020 00:00;2020-06-18;8290;7920;170
PROD-0000004;19/06/2020 00:00;2020-06-19;8220;7770;20
PROD-0000004;20/06/2020 00:00;2020-06-20;8220;7880;180
PROD-0000004;21/06/2020 00:00;2020-06-21;8320;7920;40
PROD-0000004;22/06/2020 00:00;2020-06-22;8330;7850;170
PROD-0000004;23/06/2020 00:00;2020-06-23;8120;7710;20
PROD-0000004;24/06/2020 00:00;2020-06-24;8200;7790;110
PROD-0000004;25/06/2020 00:00;2020-06-25;8290;7870;70
PROD-0000004;26/06/2020 00:00;2020-06-26;8310;7880;170
PROD-0000004;27/06/2020 00:00;2020-06-27;8400;7980;160
PROD-0000004;28/06/2020 00:00;2020-06-28;8340;7970;10
PROD-0000004;29/06/2020 00:00;2020-06-29;8270;7860;110
PROD-0000004;30/06/2020 00:00;2020-06-30;8240;7830;60
PROD-0000004;01/07/2020 00:00;2020-07-01;8220;7800;120
PROD-0000004;02/07/2020 00:00;2020-07-02;8180;7820;130
PROD-0000004;03/07/2020 00:00;2020-07-03;8350;7930;100
PROD-0000004;04/07/2020 00:00;2020-07-04;8270;7860;140
PROD-0000004;05/07/2020 00:00;2020-07-05;8260;7780;180
PROD-0000004;06/07/2020 00:00;2020-07-06;8270;7850;0
PROD-0000004;07/07/2020 00:00;2020-07-07;8290;7930;180
PROD-0000004;08/07/2020 00:00;2020-07-08;8390;7970;70
PROD-0000004;09/07/2020 00:00;2020-07-09;8270;7860;170
PROD-0000004;10/07/2020 00:00;2020-07-10;8220;7810;140
PROD-0000004;11/07/2020 00:00;2020-07-11;8340;7940;120
PROD-0000004;12/07/2020 00:00;2020-07-12;8290;7930;170
PROD-0000004;13/07/2020 00:00;2020-07-13;8400;8030;40
PROD-0000004;14/07/2020 00:00;2020-07-14;8220;7790;30
PROD-0000004;15/07/2020 00:00;2020-07-15;8250;7800;180
PROD-0000004;16/07/2020 00:00;2020-07-16;8450;8030;140
PROD-0000004;17/07/2020 00:00;2020-07-17;8400;7980;80
PROD-0000004;18/07/2020 00:00;2020-07-18;8300;7890;120
PROD-0000004;19/07/2020 00:00;2020-07-19;8200;7790;10
PROD-0000004;20/07/2020 00:00;2020-07-20;8290;7870;20
PROD-0000004;21/07/2020 00:00;2020-07-21;8210;7800;90
PROD-0000004;22/07/2020 00:00;2020-07-22;8360;7940;90
PROD-0000004;23/07/2020 00:00;2020-07-23;8390;7970;20
PROD-0000004;24/07/2020 00:00;2020-07-24;8280;7930;0
PROD-0000004;25/07/2020 00:00;2020-07-25;8220;7810;40
PROD-0000004;26/07/2020 00:00;2020-07-26;8180;7720;20
PROD-0000004;27/07/2020 00:00;2020-07-27;8200;7770;20
PROD-0000004;28/07/2020 00:00;2020-07-28;8270;7850;70
PROD-0000004;29/07/2020 00:00;2020-07-29;8370;7940;110
PROD-0000004;30/07/2020 00:00;2020-07-30;8230;7820;150
PROD-0000004;31/07/2020 00:00;2020-07-31;8180;7820;170
PROD-0000004;01/08/2020 00:00;2020-08-01;8270;7900;20
PROD-0000004;02/08/2020 00:00;2020-08-02;8420;7920;130
PROD-0000004;03/08/2020 00:00;2020-08-03;8340;7840;60
PROD-0000004;04/08/2020 00:00;2020-08-04;8230;7780;90
PROD-0000004;05/08/2020 00:00;2020-08-05;8400;8060;110
PROD-0000004;06/08/2020 00:00;2020-08-06;8360;7880;40
PROD-0000004;07/08/2020 00:00;2020-08-07;8250;7790;60
PROD-0000004;08/08/2020 00:00;2020-08-08;8450;7980;120
PROD-0000004;09/08/2020 00:00;2020-08-09;8380;8020;50
PROD-0000004;10/08/2020 00:00;2020-08-10;8440;8080;200
PROD-0000004;11/08/2020 00:00;2020-08-11;8370;7950;180
PROD-0000004;12/08/2020 00:00;2020-08-12;8470;8130;190
PROD-0000004;13/08/2020 00:00;2020-08-13;8280;7830;200
PROD-0000004;14/08/2020 00:00;2020-08-14;8200;7720;180
PROD-0000004;15/08/2020 00:00;2020-08-15;8320;7900;40
PROD-0000004;16/08/2020 00:00;2020-08-16;8470;8060;130
PROD-0000004;17/08/2020 00:00;2020-08-17;8290;7910;150
PROD-0000004;18/08/2020 00:00;2020-08-18;8420;8000;160
PROD-0000004;19/08/2020 00:00;2020-08-19;8420;8000;160
PROD-0000004;20/08/2020 00:00;2020-08-20;8320;7850;160
PROD-0000004;21/08/2020 00:00;2020-08-21;8370;7930;90
PROD-0000004;22/08/2020 00:00;2020-08-22;8370;7920;120
PROD-0000004;23/08/2020 00:00;2020-08-23;8250;7900;160
PROD-0000004;24/08/2020 00:00;2020-08-24;8450;8020;160
PROD-0000004;25/08/2020 00:00;2020-08-25;8370;7950;190
PROD-0000004;26/08/2020 00:00;2020-08-26;8240;7830;20
PROD-0000004;27/08/2020 00:00;2020-08-27;8470;7970;130
PROD-0000004;28/08/2020 00:00;2020-08-28;8350;7930;180
PROD-0000004;29/08/2020 00:00;2020-08-29;8250;7870;70
PROD-0000004;30/08/2020 00:00;2020-08-30;8320;7970;180
PROD-0000004;31/08/2020 00:00;2020-08-31;8350;8000;200
PROD-0000004;01/09/2020 00:00;2020-09-01;8320;7950;0
PROD-0000004;02/09/2020 00:00;2020-09-02;8290;7860;120
PROD-0000004;03/09/2020 00:00;2020-09-03;8510;8000;140
PROD-0000004;04/09/2020 00:00;2020-09-04;8370;7950;150
PROD-0000004;05/09/2020 00:00;2020-09-05;8520;8100;90
PROD-0000004;06/09/2020 00:00;2020-09-06;8470;8030;170
PROD-0000004;07/09/2020 00:00;2020-09-07;8430;7960;170
PROD-0000004;08/09/2020 00:00;2020-09-08;8320;7880;10
PROD-0000004;09/09/2020 00:00;2020-09-09;8390;7930;100
PROD-0000004;10/09/2020 00:00;2020-09-10;8460;8030;30
PROD-0000004;11/09/2020 00:00;2020-09-11;8250;7840;80
PROD-0000004;12/09/2020 00:00;2020-09-12;8330;7900;130
PROD-0000004;13/09/2020 00:00;2020-09-13;8300;7940;10
PROD-0000004;14/09/2020 00:00;2020-09-14;8370;7890;180
PROD-0000004;15/09/2020 00:00;2020-09-15;8370;7890;60
PROD-0000004;16/09/2020 00:00;2020-09-16;8450;8030;90
PROD-0000004;17/09/2020 00:00;2020-09-17;8470;8060;30
PROD-0000004;18/09/2020 00:00;2020-09-18;8480;8130;180
PROD-0000004;19/09/2020 00:00;2020-09-19;8510;8080;190
PROD-0000004;20/09/2020 00:00;2020-09-20;8340;7910;100
PROD-0000004;21/09/2020 00:00;2020-09-21;8500;8020;190
PROD-0000004;22/09/2020 00:00;2020-09-22;8350;7860;0
PROD-0000004;23/09/2020 00:00;2020-09-23;8420;7990;60
PROD-0000004;24/09/2020 00:00;2020-09-24;8270;7860;100
PROD-0000004;25/09/2020 00:00;2020-09-25;8400;7980;40
PROD-0000004;26/09/2020 00:00;2020-09-26;8390;7940;100
PROD-0000004;27/09/2020 00:00;2020-09-27;8310;7890;170
PROD-0000004;28/09/2020 00:00;2020-09-28;8350;7890;0
PROD-0000004;29/09/2020 00:00;2020-09-29;8390;7970;80
PROD-0000004;30/09/2020 00:00;2020-09-30;8420;8000;110
PROD-0000004;01/10/2020 00:00;2020-10-01;8470;8040;30
PROD-0000004;02/10/2020 00:00;2020-10-02;8480;8060;80
PROD-0000004;03/10/2020 00:00;2020-10-03;8370;7950;160
PROD-0000004;04/10/2020 00:00;2020-10-04;8420;8010;70
PROD-0000004;05/10/2020 00:00;2020-10-05;8540;8110;30
PROD-0000004;06/10/2020 00:00;2020-10-06;8350;7940;120
PROD-0000004;07/10/2020 00:00;2020-10-07;8500;8080;30
PROD-0000004;08/10/2020 00:00;2020-10-08;8550;8210;140
PROD-0000004;09/10/2020 00:00;2020-10-09;8410;7990;130
PROD-0000004;10/10/2020 00:00;2020-10-10;8350;7940;40
PROD-0000004;11/10/2020 00:00;2020-10-11;8450;7970;150
PROD-0000004;12/10/2020 00:00;2020-10-12;8370;8030;170
PROD-0000004;13/10/2020 00:00;2020-10-13;8480;7990;80
